age,sex,educ,income91,satjob,life,impjob,hrs1,degree,anomia5,happy
47,Male,12,$35000-39999,Mod satisfied,NA,One of most important,40,High school,NA,PRETTY HAPPY
51,Female,12,$7000-7999,Mod satisfied,Routine,Very important,40,High school,Agree,NOT TOO HAPPY
68,Female,6,$3000-3999,NA,NA,One of most important,NA,Less than HS,NA,PRETTY HAPPY
58,Female,12,$3000-3999,A little dissatisfied,Dull,One of most important,NA,High school,Agree,PRETTY HAPPY
62,Female,9,$4000-4999,Very dissatisfied,Routine,Very important,NA,Less than HS,Agree,VERY HAPPY
50,Female,10,$5000-5999,Very satisfied,NA,Very important,NA,High school,NA,NOT TOO HAPPY
35,Female,12,$40000-49999,Very satisfied,Exciting,Very important,40,High school,Agree,VERY HAPPY
66,Male,8,$15000-17499,NA,Dull,Not at all important,NA,Less than HS,Disagree,PRETTY HAPPY
54,Female,12,$20000-22499,Mod satisfied,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
40,Female,12,$15000-17499,Mod satisfied,NA,Very important,48,High school,NA,VERY HAPPY
38,Male,10,$17500-19999,Mod satisfied,Routine,Very important,65,Less than HS,Disagree,PRETTY HAPPY
68,Female,12,$12500-14999,NA,Exciting,Somewhat important,NA,Less than HS,Disagree,PRETTY HAPPY
47,Female,14,$35000-39999,Very satisfied,Exciting,One of most important,40,High school,Agree,VERY HAPPY
36,Female,18,$35000-39999,Very satisfied,Exciting,Very important,40,Graduate,NA,PRETTY HAPPY
65,Female,8,$12500-14999,NA,NA,Very important,NA,Less than HS,NA,NOT TOO HAPPY
54,Male,11,$40000-49999,Very satisfied,Dull,One of most important,48,Less than HS,Agree,PRETTY HAPPY
62,Male,8,$12500-14999,Mod satisfied,Routine,Very important,45,Less than HS,Disagree,PRETTY HAPPY
62,Male,7,$17500-19999,Very satisfied,Routine,Very important,50,Less than HS,Agree,VERY HAPPY
20,Male,12,$25000-29999,Very satisfied,NA,Somewhat important,42,High school,NA,PRETTY HAPPY
63,Female,13,$12500-14999,Mod satisfied,Routine,Very important,13,High school,Agree,PRETTY HAPPY
64,Male,8,$8000-9999,Mod satisfied,Routine,Very important,15,Less than HS,Agree,VERY HAPPY
28,Female,12,$5000-5999,A little dissatisfied,Dull,Somewhat important,NA,High school,Disagree,NOT TOO HAPPY
33,Male,9,$22500-24999,Very satisfied,NA,Very important,40,High school,NA,PRETTY HAPPY
76,Male,7,NA,NA,Routine,Somewhat important,NA,Less than HS,Agree,VERY HAPPY
38,Female,8,$40000-49999,Very satisfied,Exciting,One of most important,44,Less than HS,Agree,VERY HAPPY
70,Male,8,$4000-4999,Very satisfied,NA,One of most important,10,Less than HS,NA,VERY HAPPY
39,Male,12,$30000-34999,Very satisfied,Routine,Very important,45,High school,Disagree,PRETTY HAPPY
20,Female,12,NA,Very satisfied,NA,Very important,NA,High school,NA,VERY HAPPY
37,Female,12,LT $1000,A little dissatisfied,Dull,Very important,7,High school,Agree,NOT TOO HAPPY
33,Female,8,NA,NA,Dull,Very important,NA,Less than HS,NA,PRETTY HAPPY
72,Female,8,NA,Very satisfied,NA,Very important,25,Less than HS,NA,VERY HAPPY
66,Female,7,$10000-12499,Very satisfied,NA,Very important,16,Less than HS,NA,VERY HAPPY
55,Female,13,$30000-34999,A little dissatisfied,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
54,Female,16,$40000-49999,Very satisfied,Exciting,One of most important,50,Bachelor,Agree,VERY HAPPY
30,Male,11,$15000-17499,Mod satisfied,Routine,One of most important,NA,Less than HS,Agree,PRETTY HAPPY
49,Male,12,$60000-74999,Very satisfied,Routine,Somewhat important,42,High school,Disagree,VERY HAPPY
44,Male,18,$60000-74999,Very satisfied,Routine,Very important,60,Graduate,Agree,VERY HAPPY
51,Male,6,$10000-12499,Mod satisfied,NA,One of most important,40,Less than HS,NA,VERY HAPPY
21,Female,12,$1000-2999,Mod satisfied,Exciting,Very important,NA,High school,Agree,PRETTY HAPPY
35,Female,13,LT $1000,A little dissatisfied,NA,Very important,NA,High school,Agree,PRETTY HAPPY
22,Female,11,$8000-9999,Mod satisfied,Routine,Very important,NA,High school,NA,PRETTY HAPPY
60,Male,12,$25000-29999,NA,Exciting,Very important,NA,High school,Disagree,PRETTY HAPPY
36,Female,10,$3000-3999,Mod satisfied,NA,Very important,NA,Less than HS,NA,PRETTY HAPPY
52,Male,8,$8000-9999,NA,Exciting,Very important,NA,Less than HS,Agree,VERY HAPPY
41,Male,12,$75000+,Mod satisfied,Routine,Very important,50,High school,Agree,PRETTY HAPPY
39,Female,12,$30000-34999,Very satisfied,Routine,Very important,NA,High school,Agree,VERY HAPPY
30,Female,12,$22500-24999,A little dissatisfied,Exciting,Very important,48,High school,Disagree,PRETTY HAPPY
31,Female,14,$40000-49999,Very satisfied,NA,Somewhat important,32,Junior college,NA,PRETTY HAPPY
61,Male,12,$50000-59999,Very satisfied,Routine,Very important,45,High school,Agree,VERY HAPPY
42,Female,12,$30000-34999,Mod satisfied,Routine,Very important,44,High school,Disagree,PRETTY HAPPY
53,Female,12,$60000-74999,Very satisfied,NA,Very important,NA,High school,NA,VERY HAPPY
23,Female,16,$6000-6999,Very satisfied,Exciting,Very important,55,Bachelor,Agree,PRETTY HAPPY
23,Male,15,$50000-59999,Mod satisfied,Routine,One of most important,30,Junior college,Agree,PRETTY HAPPY
37,Male,16,$60000-74999,Mod satisfied,Routine,Very important,55,Bachelor,Disagree,PRETTY HAPPY
40,Female,16,$40000-49999,Very satisfied,NA,Very important,18,Junior college,NA,VERY HAPPY
69,Female,12,$10000-12499,NA,NA,Very important,NA,High school,NA,PRETTY HAPPY
75,Male,8,$10000-12499,Mod satisfied,Routine,Very important,40,Less than HS,Agree,PRETTY HAPPY
69,Female,12,$4000-4999,NA,NA,Not too important,NA,High school,NA,PRETTY HAPPY
26,Female,17,$12500-14999,Mod satisfied,Exciting,Very important,50,Bachelor,Agree,VERY HAPPY
33,Female,12,$8000-9999,Mod satisfied,NA,Very important,NA,High school,NA,PRETTY HAPPY
22,Female,8,LT $1000,Very dissatisfied,NA,Very important,NA,Less than HS,NA,NOT TOO HAPPY
29,Male,13,$8000-9999,Mod satisfied,NA,Very important,NA,High school,NA,PRETTY HAPPY
42,Female,11,NA,NA,Routine,One of most important,NA,Less than HS,Agree,PRETTY HAPPY
44,Female,12,$10000-12499,Mod satisfied,Routine,One of most important,40,High school,NA,PRETTY HAPPY
38,Female,12,$15000-17499,Mod satisfied,Dull,Somewhat important,37,High school,Agree,NOT TOO HAPPY
37,Male,10,$7000-7999,A little dissatisfied,Routine,Very important,NA,Less than HS,Agree,VERY HAPPY
26,Male,12,$30000-34999,Very satisfied,Exciting,Very important,45,High school,Agree,PRETTY HAPPY
82,Female,16,$25000-29999,NA,Exciting,Very important,NA,High school,Agree,VERY HAPPY
30,Female,12,$12500-14999,Mod satisfied,Dull,Very important,41,High school,Disagree,PRETTY HAPPY
61,Female,5,$4000-4999,NA,Dull,Very important,NA,Less than HS,Agree,NOT TOO HAPPY
50,Male,12,$25000-29999,Very satisfied,Exciting,One of most important,24,High school,Disagree,VERY HAPPY
67,Male,8,$7000-7999,NA,Dull,Very important,NA,Less than HS,Agree,NOT TOO HAPPY
82,Male,6,$7000-7999,NA,NA,Very important,NA,Less than HS,NA,VERY HAPPY
23,Female,15,$60000-74999,NA,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
47,Female,12,$40000-49999,Mod satisfied,NA,One of most important,40,High school,NA,PRETTY HAPPY
58,Male,18,$60000-74999,Very satisfied,Exciting,Somewhat important,45,Graduate,Agree,PRETTY HAPPY
21,Female,11,NA,NA,Routine,One of most important,NA,High school,Agree,PRETTY HAPPY
29,Female,13,$20000-22499,Mod satisfied,NA,Somewhat important,24,High school,NA,VERY HAPPY
19,Male,11,$17500-19999,NA,NA,Somewhat important,NA,Less than HS,NA,PRETTY HAPPY
65,Female,12,NA,NA,Routine,Not at all important,NA,High school,Agree,NOT TOO HAPPY
23,Female,16,$10000-12499,Very satisfied,NA,One of most important,40,High school,NA,PRETTY HAPPY
62,Female,11,$17500-19999,Mod satisfied,Exciting,Very important,NA,High school,Agree,VERY HAPPY
25,Female,17,$20000-22499,Mod satisfied,Routine,Very important,40,Junior college,Disagree,PRETTY HAPPY
69,Male,13,$12500-14999,NA,NA,Very important,NA,High school,NA,PRETTY HAPPY
71,Female,17,$40000-49999,NA,Exciting,Very important,NA,Bachelor,Agree,VERY HAPPY
86,Male,12,REFUSED,NA,NA,Very important,NA,High school,NA,PRETTY HAPPY
33,Male,17,$22500-24999,Mod satisfied,Exciting,Very important,50,Bachelor,Agree,VERY HAPPY
41,Female,14,$60000-74999,Very satisfied,Exciting,Very important,48,High school,Disagree,VERY HAPPY
28,Male,12,REFUSED,Mod satisfied,Exciting,Somewhat important,20,High school,Disagree,VERY HAPPY
76,Male,12,$12500-14999,NA,Routine,Very important,NA,High school,Agree,PRETTY HAPPY
19,Male,11,$75000+,NA,Exciting,Somewhat important,NA,Less than HS,Agree,VERY HAPPY
46,Female,14,$60000-74999,Very satisfied,NA,One of most important,NA,High school,NA,PRETTY HAPPY
86,Female,12,NA,Very satisfied,NA,Very important,NA,High school,NA,VERY HAPPY
23,Female,10,$12500-14999,A little dissatisfied,Routine,Very important,NA,Less than HS,Agree,NOT TOO HAPPY
24,Female,12,$5000-5999,Mod satisfied,NA,One of most important,15,High school,NA,PRETTY HAPPY
38,Female,15,$60000-74999,Mod satisfied,NA,Very important,30,Junior college,NA,VERY HAPPY
31,Female,17,$75000+,Very satisfied,Exciting,Very important,NA,Bachelor,Disagree,PRETTY HAPPY
48,Female,12,$75000+,Mod satisfied,Routine,Somewhat important,38,High school,Agree,PRETTY HAPPY
29,Female,13,$75000+,Very satisfied,NA,Very important,NA,High school,NA,VERY HAPPY
47,Female,12,$35000-39999,Mod satisfied,NA,Very important,38,High school,NA,PRETTY HAPPY
28,Male,17,$75000+,Mod satisfied,Routine,Somewhat important,60,Graduate,Agree,VERY HAPPY
28,Male,16,$60000-74999,Mod satisfied,Exciting,Not too important,NA,Bachelor,Agree,PRETTY HAPPY
53,Male,20,$40000-49999,Very satisfied,Exciting,Very important,50,Graduate,Agree,VERY HAPPY
35,Male,17,$40000-49999,Very satisfied,Exciting,Very important,40,Bachelor,Disagree,VERY HAPPY
25,Male,16,$50000-59999,A little dissatisfied,Routine,Very important,NA,Bachelor,Disagree,PRETTY HAPPY
30,Female,18,$22500-24999,NA,NA,Somewhat important,NA,Bachelor,NA,VERY HAPPY
